CODPROD;TIPO;FECHA;CANTIDAD
2043;VENTA;2023/7/3;21
2045;VENTA;2023/7/3;19
2052;VENTA;2023/7/3;36
2022;VENTA;2023/7/4;35
2023;VENTA;2023/7/4;3
2023;VENTA;2023/7/4;6
2025;VENTA;2023/7/4;8
2029;VENTA;2023/7/4;29
2030;VENTA;2023/7/4;6
2030;VENTA;2023/7/4;27
2030;VENTA;2023/7/4;16
2037;VENTA;2023/7/4;53
2039;VENTA;2023/7/4;29
2046;VENTA;2023/7/4;19
2047;VENTA;2023/7/4;20
2022;VENTA;2023/7/5;26
2025;VENTA;2023/7/5;40
2031;VENTA;2023/7/5;39
2033;VENTA;2023/7/5;30
2033;VENTA;2023/7/5;15
2041;VENTA;2023/7/5;28
2042;VENTA;2023/7/5;16
2042;VENTA;2023/7/5;3
2045;VENTA;2023/7/5;16
2045;VENTA;2023/7/5;19
2046;VENTA;2023/7/5;34
2048;VENTA;2023/7/5;52
2052;VENTA;2023/7/5;9
2054;VENTA;2023/7/5;41
2054;VENTA;2023/7/5;45
2024;VENTA;2023/7/6;4
2026;VENTA;2023/7/6;25
2030;VENTA;2023/7/6;14
2037;VENTA;2023/7/6;26
2038;VENTA;2023/7/6;10
2039;VENTA;2023/7/6;23
2039;VENTA;2023/7/6;38
2040;VENTA;2023/7/6;38
2044;VENTA;2023/7/6;40
2047;VENTA;2023/7/6;38
2050;VENTA;2023/7/6;51
2052;VENTA;2023/7/6;12
2052;VENTA;2023/7/6;44
2053;VENTA;2023/7/6;34
2054;VENTA;2023/7/6;29
2022;VENTA;2023/7/7;27
2024;VENTA;2023/7/7;10
2026;VENTA;2023/7/7;33
2029;VENTA;2023/7/7;43
2033;VENTA;2023/7/7;46
2034;VENTA;2023/7/7;5
2035;VENTA;2023/7/7;8
2035;VENTA;2023/7/7;21
2035;VENTA;2023/7/7;18
2036;VENTA;2023/7/7;38
2037;VENTA;2023/7/7;16
2037;VENTA;2023/7/7;29
2037;VENTA;2023/7/7;36
2038;VENTA;2023/7/7;9
2041;VENTA;2023/7/7;45
2025;VENTA;2023/7/8;49
2025;VENTA;2023/7/8;3
2028;VENTA;2023/7/8;33
2031;VENTA;2023/7/8;9
2039;VENTA;2023/7/8;32
2040;VENTA;2023/7/8;3
2044;VENTA;2023/7/8;47
2045;VENTA;2023/7/8;45
2047;VENTA;2023/7/8;2
2053;VENTA;2023/7/8;41
2053;VENTA;2023/7/8;30
2024;VENTA;2023/7/9;33
2024;VENTA;2023/7/9;34
2029;VENTA;2023/7/9;46
2029;VENTA;2023/7/9;43
2034;VENTA;2023/7/9;19
2035;VENTA;2023/7/9;27
2037;VENTA;2023/7/9;48
2037;VENTA;2023/7/9;29
2040;VENTA;2023/7/9;36
2040;VENTA;2023/7/9;31
2041;VENTA;2023/7/9;45
2046;VENTA;2023/7/9;12
2047;VENTA;2023/7/9;11
2050;VENTA;2023/7/9;24
2050;VENTA;2023/7/9;15
2052;VENTA;2023/7/9;24
2052;VENTA;2023/7/9;35
2053;VENTA;2023/7/9;6
2021;VENTA;2023/7/10;31
2025;VENTA;2023/7/10;19
2032;VENTA;2023/7/10;25
2037;VENTA;2023/7/10;27
2039;VENTA;2023/7/10;22
2040;VENTA;2023/7/10;15
2042;VENTA;2023/7/10;5
2046;VENTA;2023/7/10;13
2046;VENTA;2023/7/10;44
2046;VENTA;2023/7/10;50
2048;VENTA;2023/7/10;12
2053;VENTA;2023/7/10;17
2053;VENTA;2023/7/10;46
2053;VENTA;2023/7/10;46
2021;VENTA;2023/7/11;12
2032;VENTA;2023/7/11;36
2034;VENTA;2023/7/11;21
2035;VENTA;2023/7/11;35
2037;VENTA;2023/7/11;16
2048;VENTA;2023/7/11;49
2049;VENTA;2023/7/11;45
2051;VENTA;2023/7/11;42
2053;VENTA;2023/7/11;40
2024;VENTA;2023/7/12;15
2024;VENTA;2023/7/12;13
2025;VENTA;2023/7/12;35
2026;VENTA;2023/7/12;12
2027;VENTA;2023/7/12;29
2030;VENTA;2023/7/12;33
2034;VENTA;2023/7/12;12
2038;VENTA;2023/7/12;41
2039;VENTA;2023/7/12;50
2039;VENTA;2023/7/12;2
2040;VENTA;2023/7/12;37
2047;VENTA;2023/7/12;25
2048;VENTA;2023/7/12;44
2054;VENTA;2023/7/12;53
2054;VENTA;2023/7/12;40
2023;VENTA;2023/7/13;38
2024;VENTA;2023/7/13;38
2025;VENTA;2023/7/13;4
2027;VENTA;2023/7/13;26
2033;VENTA;2023/7/13;53
2033;VENTA;2023/7/13;53
2036;VENTA;2023/7/13;27
2038;VENTA;2023/7/13;26
2041;VENTA;2023/7/13;14
2042;VENTA;2023/7/13;46
2042;VENTA;2023/7/13;22
2049;VENTA;2023/7/13;11
2052;VENTA;2023/7/13;30
2052;VENTA;2023/7/13;27
2053;VENTA;2023/7/13;13
2054;VENTA;2023/7/13;17
2054;VENTA;2023/7/13;33
2025;VENTA;2023/7/14;18
2025;VENTA;2023/7/14;5
2027;VENTA;2023/7/14;33
2028;VENTA;2023/7/14;47
2030;VENTA;2023/7/14;14
2031;VENTA;2023/7/14;25
2035;VENTA;2023/7/14;15
2037;VENTA;2023/7/14;37
2042;VENTA;2023/7/14;3
2043;VENTA;2023/7/14;46
2044;VENTA;2023/7/14;33
2049;VENTA;2023/7/14;33
2050;VENTA;2023/7/14;12
2051;VENTA;2023/7/14;12
2053;VENTA;2023/7/14;40
2022;VENTA;2023/7/15;17
2026;VENTA;2023/7/15;4
2036;VENTA;2023/7/15;50
2040;VENTA;2023/7/15;6
2042;VENTA;2023/7/15;30
2022;VENTA;2023/7/16;53
2031;VENTA;2023/7/16;45
2035;VENTA;2023/7/16;15
2036;VENTA;2023/7/16;14
2039;VENTA;2023/7/16;31
2041;VENTA;2023/7/16;26
2044;VENTA;2023/7/16;33
2045;VENTA;2023/7/16;13
2048;VENTA;2023/7/16;25
2023;VENTA;2023/7/17;31
2024;VENTA;2023/7/17;54
2029;VENTA;2023/7/17;27
2029;VENTA;2023/7/17;33
2038;VENTA;2023/7/17;32
2039;VENTA;2023/7/17;12
2039;VENTA;2023/7/17;4
2041;VENTA;2023/7/17;34
2043;VENTA;2023/7/17;29
2047;VENTA;2023/7/17;51
2047;VENTA;2023/7/17;44
2052;VENTA;2023/7/17;48
2052;VENTA;2023/7/17;17
2052;VENTA;2023/7/17;11
2026;VENTA;2023/7/18;23
2028;VENTA;2023/7/18;53
2031;VENTA;2023/7/18;6
2037;VENTA;2023/7/18;22
2038;VENTA;2023/7/18;15
2038;VENTA;2023/7/18;35
2042;VENTA;2023/7/18;26
2042;VENTA;2023/7/18;46
2044;VENTA;2023/7/18;28
2045;VENTA;2023/7/18;13
2047;VENTA;2023/7/18;49
2050;VENTA;2023/7/18;45
2052;VENTA;2023/7/18;10
2053;VENTA;2023/7/18;34
2054;VENTA;2023/7/18;34
2021;VENTA;2023/7/19;10
2022;VENTA;2023/7/19;43
2026;VENTA;2023/7/19;15
2028;VENTA;2023/7/19;17
2029;VENTA;2023/7/19;33
2031;VENTA;2023/7/19;17
2032;VENTA;2023/7/19;39
2032;VENTA;2023/7/19;23
2034;VENTA;2023/7/19;29
2034;VENTA;2023/7/19;35
2035;VENTA;2023/7/19;30
2036;VENTA;2023/7/19;26
2036;VENTA;2023/7/19;2
2038;VENTA;2023/7/19;36
2038;VENTA;2023/7/19;15
2039;VENTA;2023/7/19;6
2042;VENTA;2023/7/19;17
2043;VENTA;2023/7/19;37
2044;VENTA;2023/7/19;2
2045;VENTA;2023/7/19;19
2045;VENTA;2023/7/19;25
2046;VENTA;2023/7/19;21
2048;VENTA;2023/7/19;25
2050;VENTA;2023/7/19;37
2052;VENTA;2023/7/19;5
2052;VENTA;2023/7/19;23
2052;VENTA;2023/7/19;14
2052;VENTA;2023/7/19;44
2053;VENTA;2023/7/19;4
2054;VENTA;2023/7/19;36
2021;VENTA;2023/7/20;53
2026;VENTA;2023/7/20;46
2033;VENTA;2023/7/20;30
2034;VENTA;2023/7/20;19
2036;VENTA;2023/7/20;43
2043;VENTA;2023/7/20;49
2044;VENTA;2023/7/20;33
2045;VENTA;2023/7/20;27
2045;VENTA;2023/7/20;8
2047;VENTA;2023/7/20;48
2052;VENTA;2023/7/20;44
2054;VENTA;2023/7/20;1
2022;VENTA;2023/7/21;38
2022;VENTA;2023/7/21;2
2025;VENTA;2023/7/21;4
2028;VENTA;2023/7/21;23
2029;VENTA;2023/7/21;51
2031;VENTA;2023/7/21;9
2032;VENTA;2023/7/21;49
2036;VENTA;2023/7/21;42
2036;VENTA;2023/7/21;30
2038;VENTA;2023/7/21;25
2039;VENTA;2023/7/21;8
2039;VENTA;2023/7/21;21
2045;VENTA;2023/7/21;25
2049;VENTA;2023/7/21;31
2025;VENTA;2023/7/22;46
2027;VENTA;2023/7/22;12
2035;VENTA;2023/7/22;26
2040;VENTA;2023/7/22;1
2043;VENTA;2023/7/22;28
2044;VENTA;2023/7/22;11
2044;VENTA;2023/7/22;14
2046;VENTA;2023/7/22;54
2049;VENTA;2023/7/22;17
2049;VENTA;2023/7/22;36
2051;VENTA;2023/7/22;46
2052;VENTA;2023/7/22;22
2054;VENTA;2023/7/22;16
2021;VENTA;2023/7/23;26
2021;VENTA;2023/7/23;2
2023;VENTA;2023/7/23;14
2031;VENTA;2023/7/23;15
2034;VENTA;2023/7/23;17
2037;VENTA;2023/7/23;50
2038;VENTA;2023/7/23;38
2039;VENTA;2023/7/23;47
2040;VENTA;2023/7/23;35
2042;VENTA;2023/7/23;40
2043;VENTA;2023/7/23;9
2051;VENTA;2023/7/23;21
2053;VENTA;2023/7/23;11
2024;VENTA;2023/7/24;54
2025;VENTA;2023/7/24;33
2028;VENTA;2023/7/24;35
2030;VENTA;2023/7/24;10
2030;VENTA;2023/7/24;19
2031;VENTA;2023/7/24;9
2032;VENTA;2023/7/24;29
2033;VENTA;2023/7/24;33
2042;VENTA;2023/7/24;42
2046;VENTA;2023/7/24;3
2049;VENTA;2023/7/24;25
2050;VENTA;2023/7/24;38
2052;VENTA;2023/7/24;46
2024;VENTA;2023/7/25;23
2027;VENTA;2023/7/25;41
2028;VENTA;2023/7/25;28
2038;VENTA;2023/7/25;47
2040;VENTA;2023/7/25;35
2041;VENTA;2023/7/25;2
2042;VENTA;2023/7/25;38
2042;VENTA;2023/7/25;37
2043;VENTA;2023/7/25;14
2044;VENTA;2023/7/25;4
2045;VENTA;2023/7/25;2
2049;VENTA;2023/7/25;41
2051;VENTA;2023/7/25;48
2051;VENTA;2023/7/25;25
2051;VENTA;2023/7/25;28
2052;VENTA;2023/7/25;30
2053;VENTA;2023/7/25;43
2021;VENTA;2023/7/26;48
2022;VENTA;2023/7/26;13
2022;VENTA;2023/7/26;9
2023;VENTA;2023/7/26;45
2028;VENTA;2023/7/26;47
2028;VENTA;2023/7/26;22
2033;VENTA;2023/7/26;14
2036;VENTA;2023/7/26;51
2045;VENTA;2023/7/26;21
2046;VENTA;2023/7/26;35
2048;VENTA;2023/7/26;7
2048;VENTA;2023/7/26;43
2048;VENTA;2023/7/26;3
2050;VENTA;2023/7/26;35
2051;VENTA;2023/7/26;51
2051;VENTA;2023/7/26;18
2052;VENTA;2023/7/26;47
2052;VENTA;2023/7/26;1
2053;VENTA;2023/7/26;16
2053;VENTA;2023/7/26;48
2054;VENTA;2023/7/26;26
2022;VENTA;2023/7/27;2
2024;VENTA;2023/7/27;2
2025;VENTA;2023/7/27;18
2031;VENTA;2023/7/27;43
2031;VENTA;2023/7/27;8
2033;VENTA;2023/7/27;28
2037;VENTA;2023/7/27;35
2037;VENTA;2023/7/27;52
2039;VENTA;2023/7/27;30
2041;VENTA;2023/7/27;37
2041;VENTA;2023/7/27;3
2041;VENTA;2023/7/27;1
2041;VENTA;2023/7/27;44
2041;VENTA;2023/7/27;49
2043;VENTA;2023/7/27;45
2051;VENTA;2023/7/27;34
2053;VENTA;2023/7/27;4
2026;VENTA;2023/7/28;21
2027;VENTA;2023/7/28;1
2030;VENTA;2023/7/28;4
2035;VENTA;2023/7/28;47
2036;VENTA;2023/7/28;27
2038;VENTA;2023/7/28;40
2040;VENTA;2023/7/28;15
2040;VENTA;2023/7/28;26
2043;VENTA;2023/7/28;49
2047;VENTA;2023/7/28;10
2048;VENTA;2023/7/28;3
2048;VENTA;2023/7/28;32
2048;VENTA;2023/7/28;47
2050;VENTA;2023/7/28;48
2050;VENTA;2023/7/28;23
2051;VENTA;2023/7/28;18
2054;VENTA;2023/7/28;53
2023;VENTA;2023/7/29;2
2023;VENTA;2023/7/29;21
2024;VENTA;2023/7/29;47
2026;VENTA;2023/7/29;29
2030;VENTA;2023/7/29;26
2031;VENTA;2023/7/29;3
2037;VENTA;2023/7/29;21
2037;VENTA;2023/7/29;49
2038;VENTA;2023/7/29;4
2039;VENTA;2023/7/29;48
2040;VENTA;2023/7/29;2
2041;VENTA;2023/7/29;35
2041;VENTA;2023/7/29;17
2042;VENTA;2023/7/29;9
2046;VENTA;2023/7/29;28
2050;VENTA;2023/7/29;29
2051;VENTA;2023/7/29;40
2025;VENTA;2023/7/30;44
2025;VENTA;2023/7/30;54
2026;VENTA;2023/7/30;18
2028;VENTA;2023/7/30;32
2030;VENTA;2023/7/30;48
2033;VENTA;2023/7/30;35
2034;VENTA;2023/7/30;3
2034;VENTA;2023/7/30;54
2034;VENTA;2023/7/30;5
2039;VENTA;2023/7/30;26
2043;VENTA;2023/7/30;35
2045;VENTA;2023/7/30;48
2046;VENTA;2023/7/30;38
2046;VENTA;2023/7/30;7
2050;VENTA;2023/7/30;53
2021;VENTA;2023/7/31;29
2025;VENTA;2023/7/31;52
2029;VENTA;2023/7/31;10
2030;VENTA;2023/7/31;22
2037;VENTA;2023/7/31;24
2038;VENTA;2023/7/31;15
2040;VENTA;2023/7/31;18
2045;VENTA;2023/7/31;15
2047;VENTA;2023/7/31;19
2048;VENTA;2023/7/31;23
2049;VENTA;2023/7/31;34
2053;VENTA;2023/7/31;21
2022;VENTA;2023/8/1;43
2023;VENTA;2023/8/1;28
2024;VENTA;2023/8/1;46
2028;VENTA;2023/8/1;19
2031;VENTA;2023/8/1;16
2040;VENTA;2023/8/1;9
2042;VENTA;2023/8/1;47
2042;VENTA;2023/8/1;8
2045;VENTA;2023/8/1;11
2045;VENTA;2023/8/1;18
2051;VENTA;2023/8/1;15
2053;VENTA;2023/8/1;28
2053;VENTA;2023/8/1;1
2032;VENTA;2023/8/2;39
2032;VENTA;2023/8/2;2
2034;VENTA;2023/8/2;28
2035;VENTA;2023/8/2;19
2036;VENTA;2023/8/2;33
2037;VENTA;2023/8/2;22
2038;VENTA;2023/8/2;42
2038;VENTA;2023/8/2;18
2039;VENTA;2023/8/2;24
2043;VENTA;2023/8/2;46
2047;VENTA;2023/8/2;42
2052;VENTA;2023/8/2;17
2053;VENTA;2023/8/2;47
2054;VENTA;2023/8/2;26
2023;VENTA;2023/8/3;42
2024;VENTA;2023/8/3;43
2028;VENTA;2023/8/3;39
2038;VENTA;2023/8/3;43
2047;VENTA;2023/8/3;31
2048;VENTA;2023/8/3;21
2048;VENTA;2023/8/3;16
2053;VENTA;2023/8/3;25
2021;VENTA;2023/8/4;41
2025;VENTA;2023/8/4;43
2026;VENTA;2023/8/4;47
2028;VENTA;2023/8/4;33
2036;VENTA;2023/8/4;10
2037;VENTA;2023/8/4;44
2038;VENTA;2023/8/4;51
2039;VENTA;2023/8/4;17
2041;VENTA;2023/8/4;5
2042;VENTA;2023/8/4;45
2042;VENTA;2023/8/4;20
2043;VENTA;2023/8/4;42
2044;VENTA;2023/8/4;9
2047;VENTA;2023/8/4;18
2051;VENTA;2023/8/4;4
2052;VENTA;2023/8/4;3
2054;VENTA;2023/8/4;6
2021;VENTA;2023/8/5;31
2022;VENTA;2023/8/5;33
2023;VENTA;2023/8/5;2
2026;VENTA;2023/8/5;1
2030;VENTA;2023/8/5;25
2033;VENTA;2023/8/5;19
2037;VENTA;2023/8/5;3
2039;VENTA;2023/8/5;10
2043;VENTA;2023/8/5;13
2044;VENTA;2023/8/5;22
2045;VENTA;2023/8/5;10
2050;VENTA;2023/8/5;42
2052;VENTA;2023/8/5;53
2053;VENTA;2023/8/5;53
2053;VENTA;2023/8/5;14
2021;VENTA;2023/8/6;30
2022;VENTA;2023/8/6;19
2022;VENTA;2023/8/6;42
2023;VENTA;2023/8/6;49
2025;VENTA;2023/8/6;13
2026;VENTA;2023/8/6;27
2027;VENTA;2023/8/6;46
2030;VENTA;2023/8/6;14
2032;VENTA;2023/8/6;24
2032;VENTA;2023/8/6;50
2037;VENTA;2023/8/6;34
2042;VENTA;2023/8/6;6
2043;VENTA;2023/8/6;15
2043;VENTA;2023/8/6;45
2047;VENTA;2023/8/6;54
2048;VENTA;2023/8/6;24
2048;VENTA;2023/8/6;23
2051;VENTA;2023/8/6;37
2051;VENTA;2023/8/6;51
2054;VENTA;2023/8/6;17
2054;VENTA;2023/8/6;2
2022;VENTA;2023/8/7;31
2024;VENTA;2023/8/7;31
2025;VENTA;2023/8/7;14
2027;VENTA;2023/8/7;28
2028;VENTA;2023/8/7;31
2030;VENTA;2023/8/7;34
2031;VENTA;2023/8/7;22
2031;VENTA;2023/8/7;10
2034;VENTA;2023/8/7;10
2038;VENTA;2023/8/7;39
2039;VENTA;2023/8/7;9
2042;VENTA;2023/8/7;30
2047;VENTA;2023/8/7;29
2047;VENTA;2023/8/7;41
2048;VENTA;2023/8/7;4
2052;VENTA;2023/8/7;51
2054;VENTA;2023/8/7;48
2028;VENTA;2023/8/8;32
2029;VENTA;2023/8/8;7
2031;VENTA;2023/8/8;29
2039;VENTA;2023/8/8;29
2040;VENTA;2023/8/8;42
2047;VENTA;2023/8/8;12
2048;VENTA;2023/8/8;51
2054;VENTA;2023/8/8;52
2022;VENTA;2023/8/9;42
2024;VENTA;2023/8/9;7
2024;VENTA;2023/8/9;31
2030;VENTA;2023/8/9;33
2034;VENTA;2023/8/9;50
2042;VENTA;2023/8/9;50
2046;VENTA;2023/8/9;3
2047;VENTA;2023/8/9;39
2047;VENTA;2023/8/9;46
2049;VENTA;2023/8/9;54
2053;VENTA;2023/8/9;5
2022;VENTA;2023/8/10;34
2022;VENTA;2023/8/10;42
2025;VENTA;2023/8/10;22
2029;VENTA;2023/8/10;27
2031;VENTA;2023/8/10;49
2031;VENTA;2023/8/10;44
2032;VENTA;2023/8/10;22
2034;VENTA;2023/8/10;31
2035;VENTA;2023/8/10;37
2039;VENTA;2023/8/10;39
2040;VENTA;2023/8/10;42
2046;VENTA;2023/8/10;14
2046;VENTA;2023/8/10;19
2048;VENTA;2023/8/10;41
2050;VENTA;2023/8/10;46
2052;VENTA;2023/8/10;49
2052;VENTA;2023/8/10;36
2054;VENTA;2023/8/10;18
2029;VENTA;2023/8/11;38
2030;VENTA;2023/8/11;2
2032;VENTA;2023/8/11;14
2033;VENTA;2023/8/11;11
2034;VENTA;2023/8/11;30
2039;VENTA;2023/8/11;6
2043;VENTA;2023/8/11;12
2045;VENTA;2023/8/11;29
2048;VENTA;2023/8/11;33
2048;VENTA;2023/8/11;31
2049;VENTA;2023/8/11;10
2050;VENTA;2023/8/11;1
2025;VENTA;2023/8/12;48
2031;VENTA;2023/8/12;2
2031;VENTA;2023/8/12;41
2032;VENTA;2023/8/12;50
2036;VENTA;2023/8/12;8
2037;VENTA;2023/8/12;54
2042;VENTA;2023/8/12;17
2045;VENTA;2023/8/12;42
2045;VENTA;2023/8/12;20
2046;VENTA;2023/8/12;7
2047;VENTA;2023/8/12;34
2050;VENTA;2023/8/12;27
2051;VENTA;2023/8/12;21
2053;VENTA;2023/8/12;19
2022;VENTA;2023/8/13;54
2023;VENTA;2023/8/13;33
2024;VENTA;2023/8/13;36
2031;VENTA;2023/8/13;41
2032;VENTA;2023/8/13;31
2035;VENTA;2023/8/13;51
2035;VENTA;2023/8/13;39
2038;VENTA;2023/8/13;24
2039;VENTA;2023/8/13;42
2046;VENTA;2023/8/13;47
2046;VENTA;2023/8/13;25
2052;VENTA;2023/8/13;46
2023;VENTA;2023/8/14;45
2023;VENTA;2023/8/14;42
2023;VENTA;2023/8/14;1
2023;VENTA;2023/8/14;43
2024;VENTA;2023/8/14;39
2027;VENTA;2023/8/14;49
2029;VENTA;2023/8/14;8
2033;VENTA;2023/8/14;17
2034;VENTA;2023/8/14;47
2036;VENTA;2023/8/14;49
2037;VENTA;2023/8/14;1
2038;VENTA;2023/8/14;36
2043;VENTA;2023/8/14;14
2053;VENTA;2023/8/14;25
2053;VENTA;2023/8/14;43
2022;VENTA;2023/8/15;22
2031;VENTA;2023/8/15;8
2033;VENTA;2023/8/15;20
2035;VENTA;2023/8/15;18
2035;VENTA;2023/8/15;36
2045;VENTA;2023/8/15;23
2045;VENTA;2023/8/15;12
2046;VENTA;2023/8/15;33
2048;VENTA;2023/8/15;41
2051;VENTA;2023/8/15;9
2052;VENTA;2023/8/15;28
2021;VENTA;2023/8/16;52
2023;VENTA;2023/8/16;47
2024;VENTA;2023/8/16;48
2030;VENTA;2023/8/16;13
2035;VENTA;2023/8/16;15
2036;VENTA;2023/8/16;10
2037;VENTA;2023/8/16;12
2040;VENTA;2023/8/16;44
2047;VENTA;2023/8/16;7
2052;VENTA;2023/8/16;4
2021;VENTA;2023/8/17;49
2021;VENTA;2023/8/17;27
2026;VENTA;2023/8/17;14
2029;VENTA;2023/8/17;43
2034;VENTA;2023/8/17;3
2037;VENTA;2023/8/17;49
2038;VENTA;2023/8/17;38
2042;VENTA;2023/8/17;50
2044;VENTA;2023/8/17;50
2046;VENTA;2023/8/17;27
2050;VENTA;2023/8/17;46
2050;VENTA;2023/8/17;34
2051;VENTA;2023/8/17;36
2052;VENTA;2023/8/17;1
2022;VENTA;2023/8/18;29
2023;VENTA;2023/8/18;9
2024;VENTA;2023/8/18;43
2030;VENTA;2023/8/18;5
2032;VENTA;2023/8/18;32
2032;VENTA;2023/8/18;53
2034;VENTA;2023/8/18;22
2038;VENTA;2023/8/18;23
2039;VENTA;2023/8/18;42
2039;VENTA;2023/8/18;30
2042;VENTA;2023/8/18;32
2049;VENTA;2023/8/18;33
2050;VENTA;2023/8/18;33
2052;VENTA;2023/8/18;42
2053;VENTA;2023/8/18;14
2053;VENTA;2023/8/18;9
2054;VENTA;2023/8/18;19
2023;VENTA;2023/8/19;49
2026;VENTA;2023/8/19;49
2035;VENTA;2023/8/19;2
2036;VENTA;2023/8/19;13
2036;VENTA;2023/8/19;49
2037;VENTA;2023/8/19;54
2042;VENTA;2023/8/19;50
2047;VENTA;2023/8/19;52
2047;VENTA;2023/8/19;15
2049;VENTA;2023/8/19;8
2022;VENTA;2023/8/20;6
2023;VENTA;2023/8/20;52
2024;VENTA;2023/8/20;34
2026;VENTA;2023/8/20;39
2026;VENTA;2023/8/20;47
2028;VENTA;2023/8/20;13
2029;VENTA;2023/8/20;24
2030;VENTA;2023/8/20;46
2030;VENTA;2023/8/20;33
2031;VENTA;2023/8/20;45
2032;VENTA;2023/8/20;53
2040;VENTA;2023/8/20;44
2046;VENTA;2023/8/20;39
2048;VENTA;2023/8/20;48
2052;VENTA;2023/8/20;38
2053;VENTA;2023/8/20;10
2021;VENTA;2023/8/21;29
2024;VENTA;2023/8/21;46
2027;VENTA;2023/8/21;33
2033;VENTA;2023/8/21;48
2036;VENTA;2023/8/21;16
2045;VENTA;2023/8/21;53
2046;VENTA;2023/8/21;36
2048;VENTA;2023/8/21;16
2051;VENTA;2023/8/21;13
2053;VENTA;2023/8/21;48
2053;VENTA;2023/8/21;34
2021;VENTA;2023/8/22;29
2023;VENTA;2023/8/22;38
2027;VENTA;2023/8/22;47
2038;VENTA;2023/8/22;6
2043;VENTA;2023/8/22;47
2045;VENTA;2023/8/22;31
2046;VENTA;2023/8/22;43
2047;VENTA;2023/8/22;26
2047;VENTA;2023/8/22;41
2049;VENTA;2023/8/22;34
2054;VENTA;2023/8/22;50
2022;VENTA;2023/8/23;46
2024;VENTA;2023/8/23;18
2024;VENTA;2023/8/23;43
2028;VENTA;2023/8/23;36
2028;VENTA;2023/8/23;48
2028;VENTA;2023/8/23;38
2029;VENTA;2023/8/23;47
2032;VENTA;2023/8/23;40
2032;VENTA;2023/8/23;30
2035;VENTA;2023/8/23;28
2041;VENTA;2023/8/23;25
2041;VENTA;2023/8/23;24
2044;VENTA;2023/8/23;15
2046;VENTA;2023/8/23;31
2051;VENTA;2023/8/23;17
2023;VENTA;2023/8/24;52
2023;VENTA;2023/8/24;5
2023;VENTA;2023/8/24;33
2023;VENTA;2023/8/24;33
2024;VENTA;2023/8/24;6
2026;VENTA;2023/8/24;37
2026;VENTA;2023/8/24;15
2028;VENTA;2023/8/24;12
2028;VENTA;2023/8/24;5
2029;VENTA;2023/8/24;38
2031;VENTA;2023/8/24;35
2032;VENTA;2023/8/24;41
2033;VENTA;2023/8/24;35
2034;VENTA;2023/8/24;2
2034;VENTA;2023/8/24;21
2043;VENTA;2023/8/24;8
2044;VENTA;2023/8/24;54
2047;VENTA;2023/8/24;25
2050;VENTA;2023/8/24;2
2052;VENTA;2023/8/24;8
2023;VENTA;2023/8/25;3
2026;VENTA;2023/8/25;8
2036;VENTA;2023/8/25;5
2038;VENTA;2023/8/25;54
2040;VENTA;2023/8/25;31
2042;VENTA;2023/8/25;37
2044;VENTA;2023/8/25;17
2044;VENTA;2023/8/25;32
2051;VENTA;2023/8/25;33
2054;VENTA;2023/8/25;33
2022;VENTA;2023/8/26;8
2023;VENTA;2023/8/26;21
2024;VENTA;2023/8/26;54
2024;VENTA;2023/8/26;35
2026;VENTA;2023/8/26;40
2027;VENTA;2023/8/26;34
2030;VENTA;2023/8/26;52
2030;VENTA;2023/8/26;50
2036;VENTA;2023/8/26;53
2037;VENTA;2023/8/26;33
2038;VENTA;2023/8/26;10
2039;VENTA;2023/8/26;48
2044;VENTA;2023/8/26;29
2045;VENTA;2023/8/26;19
2049;VENTA;2023/8/26;11
2049;VENTA;2023/8/26;19
2054;VENTA;2023/8/26;46
2054;VENTA;2023/8/26;6
2023;VENTA;2023/8/27;40
2024;VENTA;2023/8/27;32
2026;VENTA;2023/8/27;27
2028;VENTA;2023/8/27;41
2031;VENTA;2023/8/27;41
2033;VENTA;2023/8/27;45
2035;VENTA;2023/8/27;11
2036;VENTA;2023/8/27;51
2040;VENTA;2023/8/27;50
2042;VENTA;2023/8/27;22
2043;VENTA;2023/8/27;4
2048;VENTA;2023/8/27;8
2051;VENTA;2023/8/27;48
2052;VENTA;2023/8/27;2
2021;VENTA;2023/8/28;25
2030;VENTA;2023/8/28;20
2031;VENTA;2023/8/28;23
2034;VENTA;2023/8/28;47
2035;VENTA;2023/8/28;31
2035;VENTA;2023/8/28;49
2043;VENTA;2023/8/28;53
2045;VENTA;2023/8/28;34
2047;VENTA;2023/8/28;6
2047;VENTA;2023/8/28;21
2048;VENTA;2023/8/28;28
2052;VENTA;2023/8/28;28
2054;VENTA;2023/8/28;4
2054;VENTA;2023/8/28;21
2054;VENTA;2023/8/28;3
2024;VENTA;2023/8/29;4
2024;VENTA;2023/8/29;38
2028;VENTA;2023/8/29;41
2034;VENTA;2023/8/29;34
2035;VENTA;2023/8/29;5
2038;VENTA;2023/8/29;32
2039;VENTA;2023/8/29;53
2042;VENTA;2023/8/29;48
2050;VENTA;2023/8/29;15
2051;VENTA;2023/8/29;19
2053;VENTA;2023/8/29;50
2021;VENTA;2023/8/30;28
2028;VENTA;2023/8/30;44
2031;VENTA;2023/8/30;45
2035;VENTA;2023/8/30;30
2035;VENTA;2023/8/30;35
2036;VENTA;2023/8/30;38
2040;VENTA;2023/8/30;8
2042;VENTA;2023/8/30;26
2043;VENTA;2023/8/30;46
2045;VENTA;2023/8/30;42
2047;VENTA;2023/8/30;1
